,image,label,scene,split
2023-05-17_neubiberg_sunny-0332_1684329583152134651,train/image-2023-05-17_neubiberg_sunny-0332_1684329583152134651.png,train/label-2023-05-17_neubiberg_sunny-0332_1684329583152134651.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0309_1684329481672982623,train/image-2023-05-17_neubiberg_sunny-0309_1684329481672982623.png,train/label-2023-05-17_neubiberg_sunny-0309_1684329481672982623.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0377_1684329726207090952,train/image-2023-05-17_neubiberg_sunny-0377_1684329726207090952.png,train/label-2023-05-17_neubiberg_sunny-0377_1684329726207090952.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0295_1684329439097817650,train/image-2023-05-17_neubiberg_sunny-0295_1684329439097817650.png,train/label-2023-05-17_neubiberg_sunny-0295_1684329439097817650.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0331_1684329582035707425,train/image-2023-05-17_neubiberg_sunny-0331_1684329582035707425.png,train/label-2023-05-17_neubiberg_sunny-0331_1684329582035707425.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0283_1684329399792746091,train/image-2023-05-17_neubiberg_sunny-0283_1684329399792746091.png,train/label-2023-05-17_neubiberg_sunny-0283_1684329399792746091.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0310_1684329481999508350,train/image-2023-05-17_neubiberg_sunny-0310_1684329481999508350.png,train/label-2023-05-17_neubiberg_sunny-0310_1684329481999508350.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0290_1684329415754746404,train/image-2023-05-17_neubiberg_sunny-0290_1684329415754746404.png,train/label-2023-05-17_neubiberg_sunny-0290_1684329415754746404.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0256_1684329296146584642,train/image-2023-05-17_neubiberg_sunny-0256_1684329296146584642.png,train/label-2023-05-17_neubiberg_sunny-0256_1684329296146584642.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0272_1684329372750303784,train/image-2023-05-17_neubiberg_sunny-0272_1684329372750303784.png,train/label-2023-05-17_neubiberg_sunny-0272_1684329372750303784.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0282_1684329395750700923,train/image-2023-05-17_neubiberg_sunny-0282_1684329395750700923.png,train/label-2023-05-17_neubiberg_sunny-0282_1684329395750700923.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0324_1684329543653527384,train/image-2023-05-17_neubiberg_sunny-0324_1684329543653527384.png,train/label-2023-05-17_neubiberg_sunny-0324_1684329543653527384.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0285_1684329405493050951,train/image-2023-05-17_neubiberg_sunny-0285_1684329405493050951.png,train/label-2023-05-17_neubiberg_sunny-0285_1684329405493050951.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0195_1684329077781881784,train/image-2023-05-17_neubiberg_sunny-0195_1684329077781881784.png,train/label-2023-05-17_neubiberg_sunny-0195_1684329077781881784.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0359_1684329663156665816,train/image-2023-05-17_neubiberg_sunny-0359_1684329663156665816.png,train/label-2023-05-17_neubiberg_sunny-0359_1684329663156665816.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0228_1684329193543371430,train/image-2023-05-17_neubiberg_sunny-0228_1684329193543371430.png,train/label-2023-05-17_neubiberg_sunny-0228_1684329193543371430.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0231_1684329205178803290,train/image-2023-05-17_neubiberg_sunny-0231_1684329205178803290.png,train/label-2023-05-17_neubiberg_sunny-0231_1684329205178803290.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0235_1684329212503312164,train/image-2023-05-17_neubiberg_sunny-0235_1684329212503312164.png,train/label-2023-05-17_neubiberg_sunny-0235_1684329212503312164.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0320_1684329530802234298,train/image-2023-05-17_neubiberg_sunny-0320_1684329530802234298.png,train/label-2023-05-17_neubiberg_sunny-0320_1684329530802234298.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0249_1684329274117434041,train/image-2023-05-17_neubiberg_sunny-0249_1684329274117434041.png,train/label-2023-05-17_neubiberg_sunny-0249_1684329274117434041.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0345_1684329631470108136,train/image-2023-05-17_neubiberg_sunny-0345_1684329631470108136.png,train/label-2023-05-17_neubiberg_sunny-0345_1684329631470108136.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0225_1684329182444713449,train/image-2023-05-17_neubiberg_sunny-0225_1684329182444713449.png,train/label-2023-05-17_neubiberg_sunny-0225_1684329182444713449.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0257_1684329302060207673,train/image-2023-05-17_neubiberg_sunny-0257_1684329302060207673.png,train/label-2023-05-17_neubiberg_sunny-0257_1684329302060207673.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0229_1684329195425098397,train/image-2023-05-17_neubiberg_sunny-0229_1684329195425098397.png,train/label-2023-05-17_neubiberg_sunny-0229_1684329195425098397.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0342_1684329621086825141,train/image-2023-05-17_neubiberg_sunny-0342_1684329621086825141.png,train/label-2023-05-17_neubiberg_sunny-0342_1684329621086825141.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0234_1684329211466377156,train/image-2023-05-17_neubiberg_sunny-0234_1684329211466377156.png,train/label-2023-05-17_neubiberg_sunny-0234_1684329211466377156.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0368_1684329689379416565,train/image-2023-05-17_neubiberg_sunny-0368_1684329689379416565.png,train/label-2023-05-17_neubiberg_sunny-0368_1684329689379416565.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0312_1684329488513695645,train/image-2023-05-17_neubiberg_sunny-0312_1684329488513695645.png,train/label-2023-05-17_neubiberg_sunny-0312_1684329488513695645.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0210_1684329134767339870,train/image-2023-05-17_neubiberg_sunny-0210_1684329134767339870.png,train/label-2023-05-17_neubiberg_sunny-0210_1684329134767339870.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0260_1684329314810915635,train/image-2023-05-17_neubiberg_sunny-0260_1684329314810915635.png,train/label-2023-05-17_neubiberg_sunny-0260_1684329314810915635.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0361_1684329673004924132,train/image-2023-05-17_neubiberg_sunny-0361_1684329673004924132.png,train/label-2023-05-17_neubiberg_sunny-0361_1684329673004924132.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0306_1684329475973021722,train/image-2023-05-17_neubiberg_sunny-0306_1684329475973021722.png,train/label-2023-05-17_neubiberg_sunny-0306_1684329475973021722.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0252_1684329287759520314,train/image-2023-05-17_neubiberg_sunny-0252_1684329287759520314.png,train/label-2023-05-17_neubiberg_sunny-0252_1684329287759520314.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0218_1684329167623137509,train/image-2023-05-17_neubiberg_sunny-0218_1684329167623137509.png,train/label-2023-05-17_neubiberg_sunny-0218_1684329167623137509.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0323_1684329543600976267,train/image-2023-05-17_neubiberg_sunny-0323_1684329543600976267.png,train/label-2023-05-17_neubiberg_sunny-0323_1684329543600976267.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0275_1684329382381993957,train/image-2023-05-17_neubiberg_sunny-0275_1684329382381993957.png,train/label-2023-05-17_neubiberg_sunny-0275_1684329382381993957.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0341_1684329619986869565,train/image-2023-05-17_neubiberg_sunny-0341_1684329619986869565.png,train/label-2023-05-17_neubiberg_sunny-0341_1684329619986869565.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0271_1684329371313345174,train/image-2023-05-17_neubiberg_sunny-0271_1684329371313345174.png,train/label-2023-05-17_neubiberg_sunny-0271_1684329371313345174.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0219_1684329169489132579,train/image-2023-05-17_neubiberg_sunny-0219_1684329169489132579.png,train/label-2023-05-17_neubiberg_sunny-0219_1684329169489132579.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0226_1684329186487664286,train/image-2023-05-17_neubiberg_sunny-0226_1684329186487664286.png,train/label-2023-05-17_neubiberg_sunny-0226_1684329186487664286.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0289_1684329413484784568,train/image-2023-05-17_neubiberg_sunny-0289_1684329413484784568.png,train/label-2023-05-17_neubiberg_sunny-0289_1684329413484784568.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0291_1684329417204711891,train/image-2023-05-17_neubiberg_sunny-0291_1684329417204711891.png,train/label-2023-05-17_neubiberg_sunny-0291_1684329417204711891.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0367_1684329686789421427,train/image-2023-05-17_neubiberg_sunny-0367_1684329686789421427.png,train/label-2023-05-17_neubiberg_sunny-0367_1684329686789421427.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0311_1684329486026368577,train/image-2023-05-17_neubiberg_sunny-0311_1684329486026368577.png,train/label-2023-05-17_neubiberg_sunny-0311_1684329486026368577.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0326_1684329556816895338,train/image-2023-05-17_neubiberg_sunny-0326_1684329556816895338.png,train/label-2023-05-17_neubiberg_sunny-0326_1684329556816895338.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0276_1684329382483787550,train/image-2023-05-17_neubiberg_sunny-0276_1684329382483787550.png,train/label-2023-05-17_neubiberg_sunny-0276_1684329382483787550.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0344_1684329630510111117,train/image-2023-05-17_neubiberg_sunny-0344_1684329630510111117.png,train/label-2023-05-17_neubiberg_sunny-0344_1684329630510111117.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0193_1684329071229081872,train/image-2023-05-17_neubiberg_sunny-0193_1684329071229081872.png,train/label-2023-05-17_neubiberg_sunny-0193_1684329071229081872.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0247_1684329267125428254,train/image-2023-05-17_neubiberg_sunny-0247_1684329267125428254.png,train/label-2023-05-17_neubiberg_sunny-0247_1684329267125428254.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0194_1684329074752421510,train/image-2023-05-17_neubiberg_sunny-0194_1684329074752421510.png,train/label-2023-05-17_neubiberg_sunny-0194_1684329074752421510.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0251_1684329281221067032,train/image-2023-05-17_neubiberg_sunny-0251_1684329281221067032.png,train/label-2023-05-17_neubiberg_sunny-0251_1684329281221067032.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0330_1684329580863527805,train/image-2023-05-17_neubiberg_sunny-0330_1684329580863527805.png,train/label-2023-05-17_neubiberg_sunny-0330_1684329580863527805.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0336_1684329600555277329,train/image-2023-05-17_neubiberg_sunny-0336_1684329600555277329.png,train/label-2023-05-17_neubiberg_sunny-0336_1684329600555277329.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0370_1684329695413441701,train/image-2023-05-17_neubiberg_sunny-0370_1684329695413441701.png,train/label-2023-05-17_neubiberg_sunny-0370_1684329695413441701.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0366_1684329686270285947,train/image-2023-05-17_neubiberg_sunny-0366_1684329686270285947.png,train/label-2023-05-17_neubiberg_sunny-0366_1684329686270285947.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0292_1684329425612700585,train/image-2023-05-17_neubiberg_sunny-0292_1684329425612700585.png,train/label-2023-05-17_neubiberg_sunny-0292_1684329425612700585.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0340_1684329619140327172,train/image-2023-05-17_neubiberg_sunny-0340_1684329619140327172.png,train/label-2023-05-17_neubiberg_sunny-0340_1684329619140327172.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0313_1684329489757881586,train/image-2023-05-17_neubiberg_sunny-0313_1684329489757881586.png,train/label-2023-05-17_neubiberg_sunny-0313_1684329489757881586.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0199_1684329096104526729,train/image-2023-05-17_neubiberg_sunny-0199_1684329096104526729.png,train/label-2023-05-17_neubiberg_sunny-0199_1684329096104526729.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0238_1684329224111963885,train/image-2023-05-17_neubiberg_sunny-0238_1684329224111963885.png,train/label-2023-05-17_neubiberg_sunny-0238_1684329224111963885.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0223_1684329178945108074,train/image-2023-05-17_neubiberg_sunny-0223_1684329178945108074.png,train/label-2023-05-17_neubiberg_sunny-0223_1684329178945108074.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0378_1684329731151160400,train/image-2023-05-17_neubiberg_sunny-0378_1684329731151160400.png,train/label-2023-05-17_neubiberg_sunny-0378_1684329731151160400.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0298_1684329452962961382,train/image-2023-05-17_neubiberg_sunny-0298_1684329452962961382.png,train/label-2023-05-17_neubiberg_sunny-0298_1684329452962961382.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0279_1684329392226701007,train/image-2023-05-17_neubiberg_sunny-0279_1684329392226701007.png,train/label-2023-05-17_neubiberg_sunny-0279_1684329392226701007.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0299_1684329459803861974,train/image-2023-05-17_neubiberg_sunny-0299_1684329459803861974.png,train/label-2023-05-17_neubiberg_sunny-0299_1684329459803861974.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0281_1684329393473297301,train/image-2023-05-17_neubiberg_sunny-0281_1684329393473297301.png,train/label-2023-05-17_neubiberg_sunny-0281_1684329393473297301.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0265_1684329332733461486,train/image-2023-05-17_neubiberg_sunny-0265_1684329332733461486.png,train/label-2023-05-17_neubiberg_sunny-0265_1684329332733461486.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0203_1684329112897239642,train/image-2023-05-17_neubiberg_sunny-0203_1684329112897239642.png,train/label-2023-05-17_neubiberg_sunny-0203_1684329112897239642.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0273_1684329373363445927,train/image-2023-05-17_neubiberg_sunny-0273_1684329373363445927.png,train/label-2023-05-17_neubiberg_sunny-0273_1684329373363445927.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0302_1684329465815841433,train/image-2023-05-17_neubiberg_sunny-0302_1684329465815841433.png,train/label-2023-05-17_neubiberg_sunny-0302_1684329465815841433.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0253_1684329290030856471,train/image-2023-05-17_neubiberg_sunny-0253_1684329290030856471.png,train/label-2023-05-17_neubiberg_sunny-0253_1684329290030856471.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0224_1684329181638835801,train/image-2023-05-17_neubiberg_sunny-0224_1684329181638835801.png,train/label-2023-05-17_neubiberg_sunny-0224_1684329181638835801.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0328_1684329563561001411,train/image-2023-05-17_neubiberg_sunny-0328_1684329563561001411.png,train/label-2023-05-17_neubiberg_sunny-0328_1684329563561001411.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0322_1684329540337445829,train/image-2023-05-17_neubiberg_sunny-0322_1684329540337445829.png,train/label-2023-05-17_neubiberg_sunny-0322_1684329540337445829.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0353_1684329649165265078,train/image-2023-05-17_neubiberg_sunny-0353_1684329649165265078.png,train/label-2023-05-17_neubiberg_sunny-0353_1684329649165265078.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0245_1684329252119119609,train/image-2023-05-17_neubiberg_sunny-0245_1684329252119119609.png,train/label-2023-05-17_neubiberg_sunny-0245_1684329252119119609.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0267_1684329343408926767,train/image-2023-05-17_neubiberg_sunny-0267_1684329343408926767.png,train/label-2023-05-17_neubiberg_sunny-0267_1684329343408926767.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0339_1684329606798349339,train/image-2023-05-17_neubiberg_sunny-0339_1684329606798349339.png,train/label-2023-05-17_neubiberg_sunny-0339_1684329606798349339.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0338_1684329606463389706,train/image-2023-05-17_neubiberg_sunny-0338_1684329606463389706.png,train/label-2023-05-17_neubiberg_sunny-0338_1684329606463389706.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0220_1684329171976772188,train/image-2023-05-17_neubiberg_sunny-0220_1684329171976772188.png,train/label-2023-05-17_neubiberg_sunny-0220_1684329171976772188.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0236_1684329217789076216,train/image-2023-05-17_neubiberg_sunny-0236_1684329217789076216.png,train/label-2023-05-17_neubiberg_sunny-0236_1684329217789076216.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0296_1684329440939946866,train/image-2023-05-17_neubiberg_sunny-0296_1684329440939946866.png,train/label-2023-05-17_neubiberg_sunny-0296_1684329440939946866.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0284_1684329404042925632,train/image-2023-05-17_neubiberg_sunny-0284_1684329404042925632.png,train/label-2023-05-17_neubiberg_sunny-0284_1684329404042925632.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0222_1684329177184301338,train/image-2023-05-17_neubiberg_sunny-0222_1684329177184301338.png,train/label-2023-05-17_neubiberg_sunny-0222_1684329177184301338.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0237_1684329220172951804,train/image-2023-05-17_neubiberg_sunny-0237_1684329220172951804.png,train/label-2023-05-17_neubiberg_sunny-0237_1684329220172951804.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0319_1684329520055975858,train/image-2023-05-17_neubiberg_sunny-0319_1684329520055975858.png,train/label-2023-05-17_neubiberg_sunny-0319_1684329520055975858.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0239_1684329226495888575,train/image-2023-05-17_neubiberg_sunny-0239_1684329226495888575.png,train/label-2023-05-17_neubiberg_sunny-0239_1684329226495888575.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0254_1684329291689637583,train/image-2023-05-17_neubiberg_sunny-0254_1684329291689637583.png,train/label-2023-05-17_neubiberg_sunny-0254_1684329291689637583.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0243_1684329237904525491,train/image-2023-05-17_neubiberg_sunny-0243_1684329237904525491.png,train/label-2023-05-17_neubiberg_sunny-0243_1684329237904525491.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0205_1684329123473923175,train/image-2023-05-17_neubiberg_sunny-0205_1684329123473923175.png,train/label-2023-05-17_neubiberg_sunny-0205_1684329123473923175.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0293_1684329431518386052,train/image-2023-05-17_neubiberg_sunny-0293_1684329431518386052.png,train/label-2023-05-17_neubiberg_sunny-0293_1684329431518386052.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0270_1684329364138319074,train/image-2023-05-17_neubiberg_sunny-0270_1684329364138319074.png,train/label-2023-05-17_neubiberg_sunny-0270_1684329364138319074.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0244_1684329240623047999,train/image-2023-05-17_neubiberg_sunny-0244_1684329240623047999.png,train/label-2023-05-17_neubiberg_sunny-0244_1684329240623047999.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0202_1684329110040774631,train/image-2023-05-17_neubiberg_sunny-0202_1684329110040774631.png,train/label-2023-05-17_neubiberg_sunny-0202_1684329110040774631.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0264_1684329331282112218,train/image-2023-05-17_neubiberg_sunny-0264_1684329331282112218.png,train/label-2023-05-17_neubiberg_sunny-0264_1684329331282112218.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0303_1684329466748222805,train/image-2023-05-17_neubiberg_sunny-0303_1684329466748222805.png,train/label-2023-05-17_neubiberg_sunny-0303_1684329466748222805.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0259_1684329310657150137,train/image-2023-05-17_neubiberg_sunny-0259_1684329310657150137.png,train/label-2023-05-17_neubiberg_sunny-0259_1684329310657150137.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0348_1684329639526033726,train/image-2023-05-17_neubiberg_sunny-0348_1684329639526033726.png,train/label-2023-05-17_neubiberg_sunny-0348_1684329639526033726.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0363_1684329675494301189,train/image-2023-05-17_neubiberg_sunny-0363_1684329675494301189.png,train/label-2023-05-17_neubiberg_sunny-0363_1684329675494301189.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0242_1684329235823839289,train/image-2023-05-17_neubiberg_sunny-0242_1684329235823839289.png,train/label-2023-05-17_neubiberg_sunny-0242_1684329235823839289.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0261_1684329318844543356,train/image-2023-05-17_neubiberg_sunny-0261_1684329318844543356.png,train/label-2023-05-17_neubiberg_sunny-0261_1684329318844543356.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0262_1684329320814129500,train/image-2023-05-17_neubiberg_sunny-0262_1684329320814129500.png,train/label-2023-05-17_neubiberg_sunny-0262_1684329320814129500.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0304_1684329470272129462,train/image-2023-05-17_neubiberg_sunny-0304_1684329470272129462.png,train/label-2023-05-17_neubiberg_sunny-0304_1684329470272129462.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0376_1684329720490140081,train/image-2023-05-17_neubiberg_sunny-0376_1684329720490140081.png,train/label-2023-05-17_neubiberg_sunny-0376_1684329720490140081.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0215_1684329148351487764,train/image-2023-05-17_neubiberg_sunny-0215_1684329148351487764.png,train/label-2023-05-17_neubiberg_sunny-0215_1684329148351487764.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0334_1684329590629871490,train/image-2023-05-17_neubiberg_sunny-0334_1684329590629871490.png,train/label-2023-05-17_neubiberg_sunny-0334_1684329590629871490.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0233_1684329209912214542,train/image-2023-05-17_neubiberg_sunny-0233_1684329209912214542.png,train/label-2023-05-17_neubiberg_sunny-0233_1684329209912214542.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0374_1684329702128288434,train/image-2023-05-17_neubiberg_sunny-0374_1684329702128288434.png,train/label-2023-05-17_neubiberg_sunny-0374_1684329702128288434.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0355_1684329653000505566,train/image-2023-05-17_neubiberg_sunny-0355_1684329653000505566.png,train/label-2023-05-17_neubiberg_sunny-0355_1684329653000505566.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0250_1684329277388265117,train/image-2023-05-17_neubiberg_sunny-0250_1684329277388265117.png,train/label-2023-05-17_neubiberg_sunny-0250_1684329277388265117.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0240_1684329231470935017,train/image-2023-05-17_neubiberg_sunny-0240_1684329231470935017.png,train/label-2023-05-17_neubiberg_sunny-0240_1684329231470935017.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0300_1684329462913171994,train/image-2023-05-17_neubiberg_sunny-0300_1684329462913171994.png,train/label-2023-05-17_neubiberg_sunny-0300_1684329462913171994.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0307_1684329480118726983,train/image-2023-05-17_neubiberg_sunny-0307_1684329480118726983.png,train/label-2023-05-17_neubiberg_sunny-0307_1684329480118726983.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0214_1684329146374610742,train/image-2023-05-17_neubiberg_sunny-0214_1684329146374610742.png,train/label-2023-05-17_neubiberg_sunny-0214_1684329146374610742.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0317_1684329516291459871,train/image-2023-05-17_neubiberg_sunny-0317_1684329516291459871.png,train/label-2023-05-17_neubiberg_sunny-0317_1684329516291459871.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0266_1684329335220794376,train/image-2023-05-17_neubiberg_sunny-0266_1684329335220794376.png,train/label-2023-05-17_neubiberg_sunny-0266_1684329335220794376.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0198_1684329094550259789,train/image-2023-05-17_neubiberg_sunny-0198_1684329094550259789.png,train/label-2023-05-17_neubiberg_sunny-0198_1684329094550259789.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0325_1684329546556306062,train/image-2023-05-17_neubiberg_sunny-0325_1684329546556306062.png,train/label-2023-05-17_neubiberg_sunny-0325_1684329546556306062.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0364_1684329683375407394,train/image-2023-05-17_neubiberg_sunny-0364_1684329683375407394.png,train/label-2023-05-17_neubiberg_sunny-0364_1684329683375407394.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0248_1684329271789443052,train/image-2023-05-17_neubiberg_sunny-0248_1684329271789443052.png,train/label-2023-05-17_neubiberg_sunny-0248_1684329271789443052.png,2023-05-17_neubiberg_sunny,train
2023-05-17_neubiberg_sunny-0221_1684329176329901547,train/image-2023-05-17_neubiberg_sunny-0221_1684329176329901547.png,train/label-2023-05-17_neubiberg_sunny-0221_1684329176329901547.png,2023-05-17_neubiberg_sunny,train
